-0.083445,-0.144305,-0.077299,-0.167025,-0.167900,-0.118185,-0.034599,-0.105154,-0.035210
-0.130685,-0.067179,-0.001311,-0.196189,-0.076890,-0.004955,-0.163650,-0.147654,-0.048546
-0.116734,-0.047665,0.057455,0.175261,0.379295,0.169787,-0.020985,-0.140808,-0.360134
0.128421,0.222768,-0.036848,0.202405,0.516405,0.012145,0.039810,0.142041,-0.089156
-0.072145,-0.240436,-0.141308,-0.095020,-0.111813,-0.013133,0.136759,0.412442,0.163583
0.033208,0.267434,0.231211,-0.074803,-0.093540,0.074675,-0.100508,-0.193869,-0.121788
-0.005197,-0.069082,-0.090775,0.046932,-0.199892,-0.241169,0.049753,-0.184085,-0.242460
-0.135356,0.055018,-0.124112,-0.127774,0.144886,-0.146335,-0.158938,0.100775,-0.118464
0.066120,0.125563,0.093551,0.117709,0.308500,0.237631,0.062876,0.173708,0.141447
-0.101964,0.210193,-0.067150,-0.034351,0.117102,-0.069250,0.137112,-0.334209,0.129133
0.027119,0.020730,0.014599,0.092524,0.132368,0.083999,0.081885,0.150794,0.077659
-0.045103,-0.169519,-0.195421,-0.025246,-0.232479,-0.217582,0.009838,-0.011396,-0.042950
-0.096518,0.104002,-0.021631,0.205672,-0.322260,0.108591,-0.108959,0.224470,-0.100533
-0.105819,-0.013256,0.079354,-0.250574,0.328908,0.036990,0.060715,0.227032,-0.119863
-0.047068,-0.098488,-0.072349,0.103234,0.384916,0.088562,-0.040276,-0.275092,-0.009708
-0.069965,-0.099110,-0.025685,-0.182055,-0.211894,-0.096487,-0.096848,-0.194688,-0.092355
-0.157650,-0.156232,-0.051180,-0.029615,0.079369,0.153686,0.020975,0.105675,0.204880
0.106310,0.212496,0.077436,0.142797,0.136870,0.013934,0.063389,0.105690,0.049055
-0.009215,-0.081720,0.014383,0.013029,-0.360324,-0.070169,0.014596,-0.152587,0.053297
-0.014871,-0.085097,-0.063835,-0.079223,-0.282613,-0.202338,0.016784,-0.197598,-0.124391
0.129828,0.151803,0.011102,0.198419,0.396698,0.019874,0.124651,0.129080,-0.045759
-0.085596,-0.021701,0.137271,-0.094187,-0.204526,0.319048,-0.016622,-0.188025,0.163414
0.090812,-0.237175,0.129905,-0.254650,0.412773,-0.139953,0.152707,-0.158198,0.027873
-0.034901,0.052437,-0.018630,0.077874,-0.413083,0.330053,-0.041802,0.357607,-0.300171
-0.064521,-0.107654,0.122616,0.063059,-0.167017,-0.325100,0.058941,0.281722,0.069964
0.026844,0.112177,0.054608,0.100383,0.334532,0.155998,0.145876,0.263947,0.120397
0.007469,-0.061572,-0.023454,0.173896,0.321372,0.176261,-0.030991,-0.064732,-0.006958
0.045892,0.113746,0.121298,0.040734,0.126728,0.161364,-0.014389,0.074045,0.091328
0.091083,0.167124,0.073625,0.106888,0.362215,0.133631,-0.059120,0.031626,-0.132363
-0.072823,0.181437,-0.073433,0.168033,-0.141021,-0.043268,0.123831,-0.368944,0.222111
-0.072622,-0.180548,-0.112077,-0.168965,-0.215514,-0.162861,-0.077065,-0.139567,-0.037289
0.112819,-0.054687,-0.055403,-0.046495,0.372681,-0.115185,-0.254396,0.071041,0.162760
-0.046488,0.113293,-0.049143,-0.133861,0.376896,-0.077882,-0.046863,0.201051,-0.051525
-0.016540,-0.212757,-0.208116,-0.054738,-0.236803,-0.149060,0.000680,-0.029594,-0.012216
-0.157567,-0.239357,-0.101391,-0.177378,-0.302583,-0.116157,-0.083667,-0.106413,-0.089327
-0.029988,0.087883,-0.050929,-0.105487,0.363463,-0.183128,-0.093934,0.311602,-0.183570
-0.106977,-0.157183,-0.075881,-0.092804,-0.146328,-0.018675,-0.151640,-0.162271,-0.072929
-0.127994,-0.128310,0.067544,-0.272646,-0.212971,-0.047078,-0.202634,-0.213879,-0.004772
-0.083096,0.175108,-0.079882,0.176747,-0.395310,0.190833,-0.073948,0.156603,-0.085450
0.019600,0.143084,0.037766,0.030804,0.224183,0.147566,0.071980,0.280210,0.221743
-0.045783,-0.099401,-0.002508,-0.194959,-0.216886,-0.089104,-0.131937,-0.221643,-0.053039
0.155100,0.126934,0.052199,0.115735,0.235079,0.031244,0.083253,0.154851,-0.056681
-0.035643,-0.218834,-0.160119,0.176346,0.026813,-0.296178,-0.038459,0.333612,0.099190
-0.034576,-0.126035,0.161269,-0.037260,-0.199622,0.343684,0.013358,-0.172745,0.209277
0.153059,-0.107424,-0.031420,0.356207,-0.187626,-0.049541,0.168978,-0.099930,-0.054830
0.087263,0.173151,0.051455,0.158211,0.320629,0.301351,0.074469,0.171684,0.192921
-0.037113,-0.099555,0.045984,-0.169222,-0.320693,0.049496,-0.097994,-0.247917,-0.037144
0.020084,-0.192001,0.131894,0.249584,-0.071301,-0.217557,-0.236221,0.355183,-0.034569
0.063759,-0.198946,-0.008554,-0.275022,-0.175643,0.240159,0.083515,0.357694,-0.068984
0.016434,-0.023164,-0.015716,0.152381,-0.263459,0.096774,0.153889,-0.296156,0.129034
0.063122,0.071222,0.029397,0.067983,0.122238,0.085038,0.036481,0.069785,0.053751
-0.064778,-0.150496,-0.164925,-0.149995,-0.241975,-0.191447,-0.112711,-0.142026,-0.040526
-0.029657,-0.041555,-0.091719,-0.081502,-0.074357,-0.365018,-0.034323,-0.052020,-0.076051
0.102235,0.161181,0.021943,-0.135988,0.237637,0.188751,-0.049539,0.005209,0.104005
-0.076127,-0.058016,0.030506,-0.174690,-0.148472,0.052127,-0.101537,-0.101473,0.016143
0.056332,0.261915,0.022956,-0.073343,-0.470927,-0.073212,0.031370,0.211709,0.046516
0.022449,0.129894,0.133094,0.176920,0.320086,0.239589,0.135498,0.286178,0.086710
-0.094412,-0.238797,-0.087734,-0.182450,-0.479110,-0.120293,-0.050020,-0.094087,-0.001411
-0.020706,-0.171858,0.160864,0.022538,-0.326278,0.331834,-0.004392,-0.108881,0.154601
0.048999,0.159349,0.036106,0.051113,-0.072289,-0.110687,-0.074237,-0.222630,-0.301106
0.016612,0.066298,0.091607,0.048168,0.286223,0.244706,0.043930,0.143338,0.191710
0.073213,0.112805,0.084954,0.098989,0.312535,0.216585,0.066790,0.146102,0.132968
-0.285498,0.324513,-0.056312,0.398663,-0.535916,0.129293,-0.090920,0.164367,-0.060262
0.000445,-0.040344,-0.163533,0.055089,-0.060684,-0.264385,0.084907,-0.108668,-0.120801
-0.097676,-0.136407,-0.057406,-0.171064,-0.205064,-0.116102,-0.089325,-0.125369,-0.033393
-0.111590,-0.014479,0.024045,0.421921,0.191871,0.004333,-0.330932,-0.189138,-0.026395
-0.138629,-0.302799,0.001008,0.064101,0.344074,0.036003,0.020029,-0.047663,-0.027174
-0.024061,-0.078137,-0.040380,-0.071430,-0.128362,-0.132257,-0.089242,-0.114902,-0.143505
0.054399,0.085136,-0.119713,0.117961,0.105315,-0.293345,0.024232,0.125893,-0.209568
0.112512,-0.091399,-0.058113,0.264591,-0.202897,-0.107515,0.155846,-0.064003,-0.044135
0.100412,0.175996,0.099236,0.161683,0.160392,0.033479,0.042616,0.055654,0.000068
-0.035542,-0.081930,-0.016701,-0.127924,-0.276056,-0.062540,-0.098153,-0.178328,-0.071631
0.035821,0.011376,0.042281,0.166911,0.278267,0.175459,-0.199722,-0.371255,-0.165766
-0.076267,-0.065835,0.003225,-0.205537,-0.195226,-0.021210,-0.042309,-0.133473,0.035008
