-0.166187,0.147598,-0.063835,0.217527,0.132498,-0.062614,-0.284457,-0.017265,-0.179873,0.179745,-0.120675,0.179683,-0.190678,-0.013357,0.056151,0.022517,-0.103627,-0.192252,-0.112005,0.024278,-0.133818,-0.203254,0.081807,-0.049947,-0.019240,-0.020444,0.172844,0.074352,0.092194,0.065043,0.060721,-0.080786,0.027117,0.112219,-0.163568,0.114811,-0.337072,0.002518,0.120695,0.032648,-0.101259,-0.097660,0.053011,0.120820,0.151698,-0.076352,0.057537,-0.064861,0.061958,-0.097971,-0.188980,-0.122471,-0.109701,0.043328,0.090755,0.135048,0.047767,0.067084,-0.037170,0.034413,-0.122135,-0.133100,-0.099587,-0.089629,0.189328,0.220234,0.064894,-0.109793,0.036487,-0.081274,0.028959,0.034909,-0.091578,-0.015607,-0.027146,0.141713,0.037180,0.019608,0.110028,0.138199,0.202331,-0.156725,-0.104263,0.178011,-0.106771,0.055741,-0.032314,-0.004159,-0.194893,-0.048935,-0.134565,-0.129192,-0.066038,0.216372,-0.092109,0.012139,-0.078602,-0.123945,-0.152097,0.165870,0.104908,-0.102714,-0.042868,0.081608,-0.055991,0.039168,0.183445,-0.019567,0.019736,0.202870,0.030016,-0.078983,-0.031617,-0.016588,-0.017620,0.013859,-0.546416,-0.059427,0.047967,-0.160899,-0.019044,-0.146089,-0.005290,0.047304,-0.197474,-0.114305,-0.003869,0.244774,0.017236,0.036795,-0.451503,0.060288,0.135170,-0.004677,0.092873,0.029145,-0.030815,-0.032811,0.217343,0.030794,-0.069048,-0.075387,-0.111637,-0.297268
0.152322,0.018052,-0.212247,0.161394,-0.241028,-0.106417,0.038351,-0.122537,-0.011136,0.095148,-0.040503,-0.135838,0.024326,0.025530,-0.088770,-0.187269,-0.131055,0.228470,-0.286357,-0.007398,-0.086485,0.052498,0.117764,0.078883,-0.355291,0.166499,0.005557,0.051034,0.040447,-0.068136,-0.108408,0.087292,-0.041187,0.016191,-0.186368,-0.041876,-0.289493,0.271528,-0.120822,0.166608,0.042179,0.085372,0.165057,-0.155584,0.031465,0.026053,0.025739,-0.089936,-0.019496,0.112599,-0.098072,0.040012,0.159908,-0.059812,-0.033989,0.102954,0.081811,-0.221476,0.459161,-0.038483,-0.036548,0.263088,-0.024246,0.004045,0.158198,0.072306,-0.015544,-0.002122,0.005213,0.156467,-0.093096,-0.334703,0.358985,0.084008,0.092558,0.012717,-0.128328,-0.071496,0.205262,-0.145648,-0.188403,0.010661,-0.063567,-0.068114,-0.098634,-0.000424,-0.326113,-0.009809,-0.152668,0.085756,0.007723,-0.166382,0.003132,0.083528,0.124223,0.034936,-0.085613,-0.065967,0.058959,-0.101274,0.123295,-0.007553,0.080749,-0.346435,0.156370,0.079574,-0.069338,0.013148,0.046851,-0.050985,0.044829,0.189651,-0.030414,-0.192834,0.026663,0.067044,0.000557,-0.035388,-0.035190,0.023111,0.073573,-0.026772,0.030001,-0.454163,-0.051219,0.001003,0.046517,-0.151495,-0.162470,-0.093995,-0.167425,0.014464,0.239819,0.164049,-0.064429,0.010612,0.116427,-0.062782,0.028621,-0.002786,0.013260,-0.138236,0.048596,0.166425
0.204599,0.007940,0.083344,0.126308,0.058676,-0.119172,0.018405,0.148008,0.002153,-0.103699,0.060006,-0.036902,-0.181778,-0.016422,0.245083,-0.228519,0.144882,-0.055081,-0.120661,0.091641,0.135243,0.001444,-0.098984,-0.253995,-0.154940,-0.146027,0.003467,-0.015239,0.083745,-0.144643,0.153703,0.102327,0.005851,-0.055073,0.211809,-0.184906,0.063136,-0.312964,0.218924,-0.373249,0.053099,0.072526,-0.127436,-0.177537,-0.211947,-0.178197,0.318275,0.098388,-0.052930,0.005501,0.044380,-0.043407,0.120138,-0.001283,0.371656,0.097494,0.064195,0.084867,0.086301,-0.019572,0.151262,-0.082366,-0.110995,-0.114318,0.169180,0.075382,-0.078492,-0.002959,-0.096514,0.069580,-0.023256,-0.118233,0.093186,0.137751,-0.048753,-0.062335,0.053779,-0.087895,0.075930,0.033525,0.118259,0.116820,0.130733,-0.260002,0.278995,0.082230,-0.123278,-0.029230,-0.081752,0.255460,0.065360,-0.125793,-0.021090,-0.092867,0.151226,-0.094240,0.008108,-0.085499,-0.009294,-0.001667,-0.003530,0.092605,-0.016399,0.053692,-0.179137,0.102788,-0.175997,-0.163461,-0.036547,0.167707,0.012598,0.123146,-0.174599,-0.139566,0.197144,-0.080417,-0.030494,-0.031647,0.082079,0.196947,0.010957,0.300674,-0.207415,-0.213906,0.189380,0.158325,0.189374,0.002625,0.248539,0.332179,0.134648,0.013429,-0.069160,-0.141887,0.277058,-0.053172,-0.019630,0.011728,0.116943,-0.377570,-0.106444,0.056210,-0.119464,-0.033780
-0.293075,-0.069476,-0.105955,0.029982,-0.041407,0.015445,0.301696,-0.067429,-0.079740,-0.153183,-0.031700,0.003904,-0.037608,0.068337,-0.100673,0.048957,0.082259,-0.065394,0.061624,0.053854,0.074127,0.146122,0.100290,-0.084528,-0.118925,-0.113052,-0.074456,-0.028282,0.242273,0.008306,0.124403,-0.198529,-0.099523,-0.058350,0.260288,0.146930,0.145866,0.080249,-0.398996,-0.052053,-0.285900,0.078578,0.118312,-0.078060,-0.033816,-0.009501,-0.105768,-0.145758,0.018186,0.013789,0.058600,0.064748,0.219262,0.194151,-0.105883,0.017321,0.041570,-0.301420,0.045352,-0.079658,0.127112,-0.156559,-0.029208,-0.012315,-0.001970,-0.031224,-0.116855,0.186570,0.085748,-0.107982,0.072390,0.181552,-0.319901,0.026573,0.126480,0.105382,-0.117196,-0.251345,0.040161,0.022201,-0.115474,-0.108332,0.013575,-0.060382,0.008715,0.129378,-0.388252,-0.204026,0.226214,0.208836,-0.073833,0.049888,-0.008834,-0.077953,-0.290810,-0.205008,0.010252,-0.042002,-0.039595,0.192341,0.055724,-0.058377,0.170133,-0.195029,-0.049824,-0.033411,-0.176707,-0.002962,-0.017679,-0.194167,0.004644,-0.025268,0.068651,0.017904,-0.206801,-0.230785,-0.183744,0.250764,0.081113,-0.055427,0.086967,-0.047699,-0.083950,0.064141,0.056831,0.152693,0.028301,0.178093,-0.125655,-0.067940,-0.041467,0.182870,0.140139,-0.037884,0.053440,-0.111067,-0.146737,0.169347,-0.144306,0.021593,-0.036915,0.098018,-0.235511,0.230118
0.068115,-0.111767,-0.126436,-0.089751,-0.116540,0.157958,-0.133569,-0.001572,-0.034234,-0.042484,0.028980,-0.108956,-0.009532,0.177369,0.291059,0.021321,0.061689,0.126193,-0.108031,0.041589,0.244550,0.043313,-0.022534,-0.146879,-0.018294,0.035474,-0.162632,0.170844,-0.044529,-0.150586,-0.051968,0.130605,0.297405,-0.006187,0.034250,-0.254648,0.081528,-0.160477,-0.281055,-0.110842,0.219089,-0.112864,-0.179802,0.084393,-0.061963,0.064342,0.223001,-0.001175,0.040054,0.065384,-0.027661,0.143084,-0.038904,-0.032274,0.110679,0.037817,-0.299218,0.061884,0.010882,-0.063703,0.159446,-0.008544,0.180763,0.151155,0.070254,-0.229370,0.169623,0.166686,-0.110101,0.062607,-0.347457,-0.076826,-0.217743,-0.086216,-0.143327,0.089983,-0.057533,-0.164418,0.025709,0.056738,-0.127419,-0.000078,0.101468,-0.084079,-0.160048,-0.041885,0.169678,0.187156,-0.211722,0.117038,0.084682,-0.097695,-0.097208,-0.145375,-0.110975,0.035233,-0.086329,-0.024568,0.149487,0.039177,0.033013,0.070389,0.059080,-0.288326,0.194981,0.164439,0.046522,0.145936,0.027919,-0.202057,-0.182724,-0.038421,0.154657,-0.134872,-0.087614,-0.004160,0.074317,0.083691,0.137626,0.216357,-0.122071,0.229436,0.154295,0.024434,-0.037228,0.018641,-0.162791,0.173569,0.000018,0.235651,-0.224685,0.050445,-0.013742,0.159016,-0.110604,-0.037273,0.135246,0.093103,-0.060142,0.248427,0.134227,-0.215592,-0.281225,-0.088233
-0.125856,0.003131,0.170627,0.059953,0.152526,0.053437,0.380249,-0.172363,0.216396,-0.067697,0.099423,0.026865,0.053223,0.055537,0.016534,0.263438,0.198721,0.144375,0.183147,0.018250,0.083878,0.046875,0.081811,0.010035,-0.038872,-0.055582,-0.035974,-0.279652,-0.144820,0.043903,0.083442,0.024522,0.077249,-0.086260,-0.003132,0.007450,0.033175,0.040556,0.209140,0.030592,0.023559,-0.296011,-0.064980,0.042429,-0.096972,0.070706,0.119138,0.232586,0.271370,-0.094409,0.108074,0.023964,0.051673,-0.061425,-0.070155,-0.155712,-0.109318,0.159640,-0.163529,0.146391,0.009853,0.098741,0.079517,0.077061,-0.260740,-0.050252,0.129047,0.122173,0.048394,-0.018643,0.003342,-0.078585,-0.046491,0.030788,-0.027942,0.134307,0.018199,0.208663,-0.310560,0.075145,-0.123832,0.030593,0.044747,0.038140,0.068023,-0.031434,0.020801,0.070650,-0.143336,-0.104184,0.143550,0.011709,0.091482,0.023366,-0.098203,-0.064342,-0.153236,0.034715,0.127503,-0.000645,-0.105912,-0.023319,-0.175141,0.206690,0.075043,0.010572,0.109553,0.014732,-0.066801,-0.214698,-0.048378,0.034577,0.405925,0.402820,-0.042496,-0.055745,-0.241140,0.008498,-0.069943,0.112829,-0.135325,-0.054642,0.040712,0.091053,0.227413,0.056241,-0.142259,0.044926,-0.004663,-0.002305,0.074071,-0.018761,0.580495,-0.013492,0.027779,-0.086577,-0.001519,0.091056,0.715643,-0.057582,0.103642,-0.106051,0.146832,0.028171
0.305182,0.010208,-0.043554,-0.112651,0.067981,-0.170572,0.227363,-0.258860,-0.081519,0.095053,-0.154957,-0.067304,0.139628,-0.087047,0.062196,-0.104065,-0.001158,0.154803,-0.019967,-0.128249,-0.016758,0.017059,0.084328,0.074646,0.052463,0.080362,-0.046613,-0.213233,0.033634,-0.242907,-0.099557,0.070206,-0.121622,0.071935,0.063866,-0.257769,0.301702,0.091206,0.211391,-0.209746,0.045603,0.005123,0.013014,0.213019,0.497930,-0.193155,-0.368710,-0.006287,-0.007424,-0.246652,0.013216,0.173435,0.171798,-0.049667,0.145525,-0.035225,0.104155,-0.115484,0.024810,-0.014671,-0.068528,0.077691,-0.017318,-0.032049,0.001919,0.196089,-0.183894,0.101473,-0.087154,-0.161893,0.066664,-0.377262,0.016332,-0.209196,0.132507,-0.220743,-0.139722,0.040130,-0.015560,0.054509,-0.141607,-0.018603,0.026397,-0.048930,0.012321,-0.061659,0.166308,-0.050985,-0.005110,0.032050,-0.267893,0.053806,0.040764,-0.153357,0.164846,-0.015070,0.116006,-0.156946,-0.095088,0.239412,0.014304,-0.060314,0.087476,-0.095992,0.090177,0.011979,-0.056786,-0.019557,-0.108845,0.288389,0.015126,0.137253,0.044197,0.166864,0.021623,-0.000676,0.127500,-0.033556,-0.143022,0.090892,-0.022068,0.270868,-0.024758,0.068143,-0.164310,-0.126451,-0.098179,-0.085123,0.033559,0.138352,-0.204953,-0.024095,-0.030058,0.041303,0.235226,-0.177397,0.102465,-0.007696,-0.010607,-0.068190,0.062650,-0.100025,-0.197961,0.189729
0.247442,-0.081631,-0.256468,-0.202134,0.020734,-0.023407,-0.031861,-0.199105,-0.108995,0.016362,-0.130326,-0.014191,-0.147117,-0.091599,-0.018614,-0.020553,0.478408,-0.049525,0.009660,-0.179744,-0.188726,0.068702,-0.051076,0.043156,-0.125728,-0.028795,-0.022666,0.033405,0.266254,0.123099,0.339075,-0.059678,0.003700,-0.083363,-0.141085,-0.016932,0.317926,0.039174,0.008004,0.013785,0.056079,-0.192553,-0.002575,0.139261,-0.166680,0.188755,0.228237,-0.024670,-0.018182,0.005929,0.218591,-0.037034,0.116987,0.125499,-0.058090,-0.105266,0.393512,-0.199184,0.044301,-0.049523,-0.078799,-0.168293,0.006964,0.059620,-0.118623,0.164952,-0.162605,0.156252,0.097716,0.001873,0.010180,0.009092,0.021373,-0.103450,-0.019433,-0.191902,-0.188855,-0.273894,-0.026037,-0.074534,0.145634,-0.141672,-0.167530,0.022764,0.132004,0.074612,-0.007370,-0.017976,0.000495,0.081861,0.044431,0.180048,-0.138619,-0.054826,-0.234764,-0.084332,-0.115420,0.047331,-0.025369,-0.143056,-0.030003,-0.128026,0.021054,-0.083201,0.012295,-0.171628,-0.050620,-0.096841,-0.003764,0.175355,0.074054,-0.067268,0.086755,0.063244,-0.027624,-0.045234,-0.025525,0.092242,-0.136506,0.068185,0.017790,0.046323,0.007059,0.069787,-0.102494,-0.187549,0.000557,-0.157832,0.065085,-0.155919,-0.198067,0.114532,-0.017634,-0.027580,0.058061,-0.156013,0.006613,0.096553,-0.022250,-0.054097,-0.001758,-0.147577,0.136645,-0.031529
0.116112,-0.116337,0.053582,-0.087290,-0.006633,0.103934,-0.052629,0.018148,0.082280,-0.147009,-0.049661,-0.260335,0.275231,-0.151929,0.019356,0.060966,-0.022435,0.232662,-0.130057,-0.251266,0.038949,0.052062,0.019864,-0.357448,0.061420,-0.138643,-0.103747,-0.092311,0.130782,0.060889,-0.151093,-0.103289,-0.202588,0.079253,-0.005804,0.092753,0.135187,-0.108906,0.116725,0.138403,0.062460,-0.127137,-0.192434,0.055178,0.089985,0.173469,0.303058,-0.040970,0.024916,-0.053736,-0.045660,0.026757,0.060857,0.140031,-0.193344,0.112110,0.009811,0.083217,0.196669,-0.090382,-0.087283,0.070675,0.143212,0.165061,0.281986,-0.045429,-0.100507,-0.013512,-0.077951,0.260627,0.029019,0.087035,-0.154453,0.330927,-0.114296,-0.213102,-0.063879,0.121076,0.096614,0.034989,-0.034006,0.082902,0.122155,0.090277,0.147369,0.154749,0.144412,-0.125962,0.053397,-0.115397,-0.246935,-0.126144,0.091486,0.027166,-0.014808,-0.112463,0.056395,0.063538,-0.016501,0.136634,0.173507,0.031207,0.083275,-0.081035,-0.272969,0.064815,-0.131884,0.005181,-0.044679,-0.252872,-0.057719,-0.134505,0.072934,-0.091052,-0.044387,-0.102840,-0.174223,-0.175135,-0.060068,-0.204754,-0.036452,-0.130279,-0.113730,-0.030608,0.141163,0.382773,0.071599,-0.187361,-0.034665,0.014143,0.053287,0.011251,-0.073809,-0.146330,0.136258,-0.042330,-0.152135,-0.107881,-0.005230,-0.075933,-0.020990,-0.153753,-0.021944,-0.089985
0.128189,0.052073,-0.167867,0.063877,0.043664,0.022150,0.320208,0.089028,0.008944,0.100814,-0.143578,0.013819,0.051031,0.030569,0.148833,-0.197867,0.175494,0.108750,0.103833,-0.104742,-0.032153,0.097434,0.220169,-0.168702,-0.074374,0.037688,0.101062,0.089319,0.085807,-0.163159,-0.209350,0.037339,-0.049434,-0.103449,-0.168921,0.021467,0.008749,-0.191812,0.089094,0.134514,0.115123,-0.013625,0.101169,0.033936,0.071352,0.074330,0.088003,-0.180931,-0.045130,0.169655,-0.226144,0.097906,0.104605,0.057769,-0.004996,-0.138582,0.133943,0.088078,-0.004198,-0.054063,-0.039753,0.114280,0.073558,0.100169,-0.180372,0.018502,-0.003495,-0.095950,-0.068950,0.012655,-0.108132,0.130500,0.475777,0.005170,-0.086624,-0.108001,0.096516,-0.114202,-0.010455,0.189671,0.205991,-0.121296,-0.086364,-0.080200,-0.075048,0.170400,0.085028,-0.162314,-0.174524,-0.037150,-0.254331,0.176306,-0.006544,0.207427,0.286514,0.056873,-0.034783,-0.015569,-0.083521,0.217229,-0.204766,-0.060911,0.035942,0.046922,0.035911,-0.161837,0.078900,0.108602,-0.141065,0.045631,-0.072174,0.110665,-0.035635,0.177225,0.030654,0.024662,0.153831,-0.102940,0.187253,-0.053197,0.050399,0.020472,0.053434,-0.216971,0.204874,0.015095,0.214063,0.147612,0.009731,0.105271,0.337370,0.022127,0.131255,0.121907,-0.022636,0.029730,-0.060518,-0.000134,0.159443,0.116217,0.003296,-0.143779,0.027270,0.034005
