0.009908,0.005650,-0.068905,0.200992,0.164809,-0.334252,-0.014187,-0.013729,-0.148444
0.048706,0.333014,0.120318,0.018228,-0.262760,-0.016102,-0.014576,-0.058337,-0.041081
-0.021178,0.003472,-0.020501,0.036552,0.236465,0.098152,-0.021589,0.084184,0.007965
0.011360,-0.013510,-0.000043,-0.068835,-0.155551,-0.153005,-0.060862,-0.001895,-0.069352
0.028835,0.025574,0.016190,0.023299,0.239922,0.071501,0.028959,0.047379,0.020610
-0.035997,-0.028111,-0.049666,-0.045850,-0.103414,-0.084104,-0.043537,-0.085885,-0.049355
-0.007831,-0.265402,-0.057850,-0.082333,0.372400,0.022419,-0.021517,0.135824,0.024269
-0.061643,-0.037483,-0.049516,-0.002812,-0.181440,-0.063147,-0.084552,-0.032662,-0.057626
0.005678,0.057913,0.020397,0.086050,-0.283031,-0.045361,0.005042,-0.104421,-0.069058
0.049779,0.144019,0.065663,-0.009312,-0.166058,-0.044633,-0.042071,-0.220721,-0.086028
-0.011041,0.028655,-0.006937,0.031104,-0.366814,-0.014845,0.015744,-0.040574,0.017558
0.024319,-0.069624,-0.126584,-0.083213,-0.078144,-0.064043,-0.087589,-0.090340,0.024577
-0.024770,-0.077315,-0.053889,-0.068309,-0.024136,-0.057806,-0.031825,-0.055835,-0.038476
-0.002046,0.013221,0.078254,-0.025073,-0.093361,0.185136,0.017543,0.093825,0.117640
0.055175,0.197839,0.088726,0.104503,-0.142352,0.122831,-0.013046,-0.097664,-0.016280
-0.004350,-0.040224,-0.024407,0.136431,0.258963,-0.051726,-0.029076,-0.061405,-0.011204
0.027340,0.025457,0.022300,-0.001563,0.292472,0.069966,0.003331,-0.034118,-0.012623
0.018437,-0.070785,0.010277,-0.081598,0.416721,-0.002126,0.006789,0.045711,0.022265
0.001444,-0.046012,-0.100118,0.136778,0.140355,-0.342611,0.033711,0.018332,-0.090173
-0.055848,-0.041117,0.033998,-0.191654,0.071721,0.230977,-0.063992,0.011026,0.144442
0.016442,-0.002087,0.017522,0.005278,0.234567,0.047918,0.016888,0.074705,0.037307
-0.003988,-0.002022,-0.006194,-0.025991,0.295132,0.032384,-0.011529,0.041238,-0.006539
0.061482,0.089653,-0.192834,-0.053202,0.214500,0.136619,0.028686,-0.061652,0.057321
-0.051195,-0.045028,-0.065332,-0.044654,-0.059091,-0.060697,-0.044808,-0.029444,-0.060045
0.044794,-0.069715,0.028453,0.023413,0.301833,0.094496,0.037782,-0.110839,-0.002784
0.000519,0.086217,-0.032847,0.083256,0.423918,0.075044,-0.045264,0.101198,0.008504
0.002254,0.255577,0.028638,-0.006468,-0.061829,-0.027717,-0.010822,-0.029655,-0.017944
0.034192,-0.012175,0.021380,-0.015044,0.269679,0.048995,0.027458,0.039576,0.029833
-0.024878,-0.076620,-0.031814,-0.095449,-0.069528,-0.105193,-0.026790,-0.073786,-0.035257
-0.006178,-0.048982,0.025339,-0.072973,0.079451,0.261360,0.004788,-0.044329,0.005181
0.034528,-0.120516,0.033905,0.069083,-0.186991,0.080333,0.050307,-0.145777,0.036905
-0.083604,-0.055779,0.076886,-0.032072,-0.099007,0.422046,-0.054750,-0.124866,0.068989
-0.005878,0.006140,-0.006470,-0.005347,0.267327,0.050772,-0.008599,0.035179,-0.006154
-0.012274,0.090989,0.001750,0.139366,-0.420691,0.043234,-0.008538,0.142878,0.021633
0.008623,-0.034256,0.008159,0.012897,0.232902,0.051979,0.002986,0.063192,0.016267
-0.000810,-0.021386,0.009047,-0.088788,-0.248110,-0.123525,-0.029229,-0.011669,-0.032239
-0.010427,-0.046245,-0.033532,-0.008593,0.338896,0.063507,-0.015556,0.075371,-0.004034
-0.175242,0.021964,0.186312,-0.274771,-0.033087,0.209543,-0.008894,-0.033296,-0.059419
0.002825,0.006182,0.012470,-0.011467,0.246974,0.055692,0.018794,0.085284,0.038849
0.061698,-0.014074,0.053237,0.018023,0.206694,0.061825,0.008151,0.069930,0.015905
0.019118,-0.030651,-0.000240,-0.031889,0.330223,0.045952,-0.007232,0.017080,-0.004663
-0.139835,-0.024424,0.017454,-0.227720,0.131041,0.170747,-0.104654,-0.002910,0.033190
-0.000234,-0.026438,-0.006460,-0.047616,-0.215526,-0.104436,0.012920,0.348506,0.054388
-0.031479,-0.065742,-0.064338,0.008005,-0.130245,-0.053335,-0.038466,-0.031713,-0.043591
-0.027030,-0.118328,-0.019638,-0.159326,0.540824,-0.001716,-0.031199,-0.048959,-0.002052
-0.098962,-0.282855,-0.140960,-0.031228,0.114261,-0.007852,0.023940,0.021389,0.009381
0.015219,0.030863,-0.001565,0.007308,0.251507,0.040118,0.020027,-0.021172,0.026271
-0.069682,-0.215701,-0.100844,-0.078071,0.155980,-0.054447,-0.043268,-0.048716,-0.035562
-0.045402,-0.065461,-0.085872,0.013790,-0.066718,-0.101177,-0.042039,-0.068774,-0.076762
0.034845,0.002327,0.030257,0.046532,0.172619,0.062752,0.028550,0.077750,0.045753
0.008669,-0.038026,0.004876,-0.109869,0.428331,-0.036209,0.000346,-0.080431,-0.002356
0.020317,0.173269,0.078546,-0.058363,0.255880,-0.026195,0.001008,-0.116209,-0.018695
0.008491,-0.033306,-0.032711,-0.003536,0.035966,0.236533,0.009041,-0.021013,0.108529
0.014170,0.064051,0.014978,-0.004499,0.273435,0.044995,0.019383,0.034191,0.024147
0.018997,0.039114,0.021481,-0.023398,0.205189,0.047120,0.023753,0.020563,0.015366
-0.006361,-0.020066,-0.031471,0.079891,-0.309759,-0.038655,-0.009287,-0.082116,-0.048735
-0.019257,-0.133705,-0.059259,-0.011070,0.299317,0.054599,-0.001293,-0.066629,-0.017296
0.017676,-0.019328,0.023814,-0.038338,0.327787,0.052423,0.009408,0.055909,0.027865
0.090864,-0.038377,-0.041661,0.330516,-0.062031,-0.001426,0.110627,-0.088092,-0.030786
0.010680,-0.047325,-0.013656,0.059025,-0.298010,-0.003336,0.028073,-0.086881,0.015435
0.025655,-0.019095,0.016609,-0.017000,0.262767,0.059768,0.009597,0.070860,0.030163
-0.041909,-0.062791,-0.072505,0.001543,-0.124498,-0.035113,-0.027596,-0.107470,-0.048066
-0.012942,0.016382,-0.010610,0.010446,-0.230618,-0.062732,-0.031527,-0.085882,-0.040889
-0.032083,0.130513,0.090524,-0.153281,0.285521,0.057798,-0.075780,-0.173359,-0.075908
0.007646,0.017868,0.011691,0.010981,0.281290,0.059944,0.011738,0.047856,0.018315
0.028635,-0.014721,-0.024559,0.239836,0.113896,-0.236363,0.157328,-0.133771,-0.095549
0.059264,0.332835,0.135795,-0.059951,0.019958,-0.054116,0.014380,-0.027301,0.007385
-0.011086,-0.094006,-0.027033,-0.021717,-0.118009,-0.070986,0.032307,0.362257,0.079279
