-0.012573,-0.004612,-0.334424,-0.165131,0.020271,-0.313166,-0.135922,-0.499004,0.334466,0.162143,-0.228359,-0.333070,-0.126576,0.150610,-0.226621,0.196419,0.060186,-0.469254,-0.097046,0.275469,-0.087709,0.200892,0.090154,-0.049619
-0.040960,0.216640,-0.091428,-0.071661,-0.040007,0.112799,0.076237,-0.057350,-0.065069,-0.021927,0.106284,0.142616,-0.179420,0.054573,-0.106105,0.015886,-0.149706,0.027072,0.086744,0.115354,0.084054,0.053400,-0.103790,-0.053673
0.018515,-0.112654,0.148362,0.053778,-0.011099,-0.071564,-0.009205,-0.122772,0.100075,-0.116389,0.140516,0.251940,-0.062136,0.128328,-0.141711,-0.018039,-0.018952,-0.054381,-0.216305,-0.119137,-0.045076,0.057583,0.081902,0.005742
0.262906,-0.141492,0.001088,-0.111002,-0.032829,-0.078952,0.112632,-0.030822,0.094106,0.136428,0.092941,-0.067676,-0.144191,-0.070756,0.048459,0.164899,0.051580,0.057215,0.108977,-0.035120,0.181686,-0.134708,-0.012175,0.123620
-0.025517,0.215600,0.097183,0.018668,0.029075,-0.006567,0.054095,0.078090,-0.066083,-0.157388,0.003412,-0.166455,-0.090666,-0.068475,-0.053561,0.093926,-0.048184,-0.098392,0.100194,-0.005388,-0.144289,-0.077710,-0.089683,0.191931
0.080142,-0.070520,-0.114739,-0.023262,-0.202625,0.075203,0.187241,-0.044266,0.186835,-0.016441,-0.114292,-0.126268,-0.039908,-0.063527,-0.032185,0.066256,0.013255,0.067155,-0.156733,-0.106993,0.101212,0.187800,-0.194997,0.074037
0.062939,-0.111213,-0.032875,0.075171,-0.070052,0.255270,-0.072895,0.078167,-0.011246,-0.103072,0.170648,0.368489,0.171112,-0.113300,0.120299,0.126603,0.093163,-0.163618,-0.015994,0.108831,-0.134675,0.018518,-0.015074,-0.022328
-0.102415,0.035384,-0.129888,-0.025032,0.050484,-0.025262,-0.025814,0.065036,0.241726,0.015288,-0.034988,-0.128311,0.187512,0.110719,0.009519,-0.019836,-0.168733,0.272222,0.043969,0.129820,0.005260,-0.092018,0.114917,-0.047978
0.041375,0.026595,0.073637,0.059913,0.044099,-0.081875,-0.056750,-0.067429,-0.052780,0.105409,0.115627,0.064514,0.052117,0.024810,0.085353,0.028817,0.082961,0.012190,0.302993,0.069044,0.057630,-0.130805,0.082615,0.043722
-0.082302,-0.013332,-0.039055,-0.095840,0.023818,-0.044772,0.006659,0.045733,-0.071881,-0.066642,-0.162837,0.356399,-0.007893,0.019709,0.173770,-0.041557,-0.049772,0.045790,-0.000586,-0.032529,0.068694,-0.035553,0.033298,0.121178
-0.226643,-0.129655,0.050120,0.003166,-0.016459,0.058484,-0.257151,0.171224,0.041092,-0.187361,0.020130,0.303766,0.130994,0.029001,0.267775,0.091227,0.115024,0.020819,0.181589,0.074547,0.048312,-0.064200,-0.481069,0.150744
-0.075661,-0.204985,-0.021715,-0.067742,-0.042459,0.168523,-0.125703,-0.058565,0.082085,-0.021211,-0.018202,0.368270,0.171507,0.022222,0.091787,-0.071410,-0.025615,0.016879,-0.009139,-0.027882,0.143581,-0.001494,-0.015417,-0.048329
0.040083,0.023722,-0.050365,-0.006788,0.061705,0.011651,0.134098,0.043366,-0.093570,0.095608,-0.087477,0.043380,-0.173453,0.082557,0.105384,0.098606,0.002675,-0.055386,0.086324,-0.076650,0.076012,-0.248811,-0.008438,-0.075440
0.113323,0.159677,-0.029992,-0.098176,-0.012393,-0.126799,0.053857,-0.128150,-0.072794,0.042641,-0.126640,-0.118251,-0.144627,-0.074378,-0.192435,0.093194,-0.017364,-0.011025,-0.005890,0.031875,-0.147400,0.126647,0.145532,0.061509
-0.012324,0.020116,-0.014876,-0.037498,-0.009720,-0.060989,0.060916,0.040349,-0.062587,0.059543,-0.143663,0.292088,-0.059502,0.043933,0.206605,0.044331,-0.150425,0.110805,-0.172875,-0.050977,0.005579,0.079701,0.118086,-0.017812
0.017985,0.002187,0.068619,0.164215,0.087806,-0.063239,0.271023,0.164215,0.016598,0.038459,0.151733,-0.149368,-0.008462,0.171155,-0.008605,-0.027251,-0.130385,-0.009401,0.058388,0.051260,-0.028967,0.231736,0.172228,0.293616
-0.037806,0.240052,-0.060941,-0.021683,0.107210,-0.008259,0.138808,-0.003307,-0.073049,-0.064472,0.069948,0.088622,-0.187575,0.147466,-0.127811,0.113374,-0.124397,0.118779,0.075288,0.116264,0.129581,0.003960,-0.087347,0.040130
0.183226,-0.140524,-0.089151,-0.017898,-0.129083,0.065589,0.143448,0.094482,0.056892,-0.051115,0.007035,-0.082267,0.029990,0.074859,-0.169283,0.055024,-0.071507,-0.018343,-0.080274,-0.152720,0.011548,0.276445,-0.138182,0.145167
-0.035947,0.059587,0.124181,0.020347,0.145045,0.001184,0.039209,0.040710,-0.016303,-0.107809,0.037218,-0.025980,0.058115,-0.170071,-0.050507,-0.032887,0.008227,-0.116153,0.299540,-0.095594,0.067633,-0.064739,-0.152638,0.180375
0.059337,-0.173870,0.015882,-0.050652,-0.172232,-0.136580,-0.153188,0.144877,-0.109817,-0.016575,0.185846,-0.017438,0.139057,0.201857,-0.140967,0.000798,-0.131857,-0.171133,0.137022,-0.114678,-0.102906,0.036810,-0.004959,0.027671
-0.117285,0.107385,0.046335,-0.020296,-0.036416,0.025317,-0.035148,0.085983,0.038936,-0.220893,-0.108775,-0.207178,-0.108343,-0.063022,-0.096676,0.042362,0.055185,0.030807,0.165672,0.030807,-0.093364,-0.093149,-0.134753,0.202682
-0.141718,0.028990,0.008656,-0.096763,0.015389,0.022168,0.082734,0.028040,-0.029061,0.079330,-0.048369,-0.147279,-0.213061,0.070733,0.023013,0.081999,-0.110655,0.090487,-0.123435,-0.026532,-0.053359,0.089761,0.255776,-0.078860
-0.000871,-0.113707,0.151755,0.131584,0.127624,-0.114076,0.103207,0.100423,-0.088213,0.062988,-0.210342,-0.199318,-0.102238,-0.005950,0.165223,0.032366,0.124242,-0.054106,-0.161288,-0.049345,-0.058342,-0.103611,0.103076,0.220254
-0.179459,-0.007175,0.144849,0.015103,0.113695,-0.263206,-0.255330,0.085193,-0.125694,0.072311,0.317402,0.200558,0.011677,0.004103,-0.110142,-0.011645,-0.002816,-0.155899,0.288186,-0.011856,-0.045515,-0.313178,0.306754,-0.063196
-0.012517,-0.100572,0.046547,-0.129490,-0.032301,0.086959,-0.099108,-0.011329,0.112687,0.160117,0.247253,0.096798,0.031213,-0.150244,0.016486,0.034019,-0.046596,0.001346,-0.023411,-0.033146,0.014361,0.159299,0.176535,-0.032738
0.060833,0.027939,0.034888,-0.092811,0.172893,0.143064,0.067279,0.008775,-0.108690,0.021452,0.086236,-0.105179,-0.181539,0.078713,0.012149,-0.004899,-0.094261,-0.071151,-0.144871,-0.030629,0.185002,0.151892,0.406864,-0.109834
-0.197489,0.086606,0.109350,0.135486,0.028436,-0.097294,-0.059622,-0.168366,-0.045319,-0.053348,0.223464,-0.108429,0.090154,0.193438,0.007246,-0.107768,-0.007159,0.128974,-0.153286,0.056586,-0.050250,0.091919,-0.004526,0.095707
-0.044856,-0.200989,-0.043575,-0.053745,0.013481,0.066875,-0.121689,0.108260,0.108714,-0.002421,-0.064163,0.309025,0.093738,-0.005702,0.093677,-0.038240,-0.012346,-0.028776,-0.016683,-0.021361,0.164928,0.108462,0.009456,-0.171704
-0.036019,-0.119458,0.022476,0.105781,0.084276,-0.059346,-0.071441,-0.016460,0.121012,-0.029881,0.236394,0.061421,0.132599,0.069613,-0.044876,-0.244506,-0.016161,-0.028818,-0.166413,-0.081476,0.086874,0.057347,0.001515,-0.064245
0.017244,0.000954,-0.097787,-0.026035,0.015742,0.034425,-0.010760,-0.213414,-0.029163,-0.077972,0.111263,0.026190,0.016471,0.092148,0.159618,-0.138043,-0.026495,-0.008758,0.048115,-0.219829,-0.044627,-0.069335,-0.065108,0.118986
0.018437,0.088082,-0.025408,0.030840,-0.029562,0.002026,0.070840,-0.186412,-0.051913,-0.063787,0.159989,-0.269076,-0.093597,0.007908,0.007125,0.067280,0.029976,-0.035904,0.038351,-0.103013,-0.094635,-0.082847,0.000905,0.181694
-0.055934,-0.200791,-0.165287,0.054463,0.023662,0.010150,0.091126,-0.084150,-0.231857,0.248331,-0.057635,-0.021385,0.026969,-0.019006,0.009088,0.063483,0.015778,0.082599,0.204663,0.091754,0.189938,-0.028257,0.200031,-0.005443
0.198613,-0.077028,0.181676,0.005245,-0.159926,-0.198277,0.151132,-0.194766,0.133279,0.089913,0.139759,-0.044048,-0.134738,0.045372,-0.096253,0.159736,-0.038013,0.043286,0.046713,-0.162696,0.028143,0.082299,-0.027761,0.020881
0.039559,-0.030691,-0.051989,-0.042929,-0.147893,-0.016667,0.026424,-0.196211,-0.019879,0.078888,0.096632,0.127113,0.205324,-0.143386,0.022179,-0.016559,0.020637,-0.105878,-0.132342,0.131970,0.048375,-0.055203,0.047689,-0.039693
0.008067,-0.193636,-0.019479,0.057068,-0.063385,-0.048707,0.016879,-0.044822,-0.226196,-0.034184,0.043775,0.000067,-0.312573,-0.044386,0.011731,-0.330364,0.142536,-0.062463,-0.004564,0.110828,0.047095,0.049791,-0.047892,0.024004
-0.077666,-0.018065,0.086853,0.026458,-0.042156,-0.255511,-0.082463,-0.016847,0.050897,0.083318,0.132750,0.057907,-0.086532,0.047126,-0.137729,-0.012658,0.062617,0.047012,0.221007,-0.019014,-0.019326,-0.095726,0.212113,-0.063179
-0.070672,-0.079759,-0.220692,0.063271,0.013256,-0.081172,-0.156403,0.086720,0.016875,0.167250,0.099086,-0.034111,0.177479,0.025495,-0.104074,-0.208520,0.040957,0.084557,-0.137057,-0.077548,0.145412,0.035976,-0.059359,-0.032371
-0.026145,0.075555,0.220577,0.246072,0.091930,-0.136398,-0.005254,-0.017205,-0.345419,0.025369,-0.046098,-0.000122,0.149564,0.353876,0.007975,-0.076691,-0.066137,-0.110119,0.158422,0.164394,-0.014074,-0.116047,-0.023958,-0.131689
