0.161577,0.028625,0.136393,-0.115594,-0.116133,0.012135,0.330075,0.020956,-0.019256,-0.328913,-0.015622,0.002427,0.438573,-0.148982,-0.197145,-0.240361
0.050114,0.073385,0.123421,0.121674,-0.175291,-0.307523,-0.089199,-0.127496,-0.220703,-0.205041,-0.058304,0.079069,-0.163852,0.071138,0.007203,-0.095042
-0.078370,-0.058541,-0.155500,0.086220,-0.008375,0.087652,-0.340133,0.136812,-0.051035,0.060091,-0.037119,-0.115860,0.037201,-0.143058,-0.170459,0.099652
-0.019293,0.235791,0.073132,-0.589674,-0.003706,-0.136178,-0.235846,-0.408980,0.260533,0.139704,-0.177062,0.366364,0.097765,0.180345,-0.323228,0.209542
0.058554,-0.056335,0.112543,-0.299538,-0.122664,0.170675,0.056078,-0.189501,-0.065273,0.019594,0.160435,0.194045,0.021260,0.090465,0.056305,-0.042637
-0.058013,0.012647,0.029828,-0.107659,0.009689,0.155789,0.193652,-0.154365,-0.042235,-0.067543,-0.122796,0.006180,-0.162206,-0.194974,0.265425,-0.098809
0.044823,0.144568,0.116805,0.107538,-0.118295,-0.306757,-0.172039,-0.010623,-0.194016,-0.133193,-0.079764,0.295600,-0.232389,0.213811,0.008057,-0.134739
0.015282,0.196291,0.057678,-0.032455,0.013280,0.119575,-0.063156,0.133762,-0.020718,0.178024,0.004153,0.178423,-0.004520,0.064535,-0.084832,-0.101496
-0.328540,-0.074847,0.368140,-0.000530,-0.052572,-0.026132,-0.131612,-0.030560,0.047471,0.418554,0.204969,-0.001220,-0.518814,-0.072340,0.227604,0.206274
0.027842,0.268652,-0.022563,0.168695,-0.165426,-0.025670,0.045453,-0.074415,-0.136594,-0.023267,0.014369,0.087491,-0.056375,0.106365,-0.018421,0.082928
0.072194,-0.122629,-0.023030,-0.396849,0.025393,-0.039500,-0.076000,0.141007,-0.254899,0.122493,0.241239,-0.039077,0.076560,0.199501,0.033865,-0.003392
-0.088115,-0.011135,-0.087802,0.269266,-0.035513,-0.141679,-0.265489,0.223163,0.038670,0.232793,0.095868,-0.088616,-0.106320,0.222273,-0.288757,0.108497
0.125281,0.092979,-0.099831,-0.005581,0.100960,0.173654,0.004877,0.089244,0.137741,-0.013952,-0.028948,0.075776,0.022908,0.005726,0.112165,0.187991
0.123647,-0.180688,-0.003316,-0.102060,-0.279298,0.172662,0.055617,0.190804,0.047912,-0.226088,-0.012361,-0.140957,-0.110251,0.288048,0.085156,0.161387
-0.225334,-0.096673,0.112058,0.277496,0.208135,0.156429,-0.002267,-0.289127,-0.176780,-0.025242,0.041127,0.160002,0.189072,-0.001567,-0.107383,0.114584
0.029124,0.107383,0.168438,0.150236,-0.344519,-0.103253,0.006676,-0.207532,-0.142361,0.121852,0.112947,-0.310828,-0.053061,0.110725,-0.403151,-0.262258
0.241361,0.070290,0.195353,0.181882,0.186722,0.127066,0.096871,-0.027948,0.130628,-0.020512,-0.075208,-0.153237,-0.166827,-0.033854,0.091235,0.097359
