0.113903,0.040934,0.064170,-0.052616,0.103469,0.090286,0.076716,0.078275,0.138189,-0.100280,-0.154682,-0.008733,0.038843,0.057923,-0.060239,0.035894,-0.137667,0.058977,0.007619,0.020244,0.097776,-0.177013,0.046614,0.046587,0.048577,0.054429,-0.087420,0.014747,0.127113,-0.027981,-0.057048,0.040224,0.060234,0.005390,-0.075862,0.034849,0.050715,0.073965,0.000892,0.029700,-0.045887,0.088193,-0.119962,-0.013343,0.033737,-0.039785,-0.081264,0.058710,-0.054088,-0.023054,0.103259,0.012178,0.056428,0.173379,-0.005852,-0.129229,-0.149068,0.021219,0.091752,-0.045316,0.074566,-0.099086,0.013623,0.040525
0.076170,-0.115921,-0.003654,-0.063446,-0.050917,0.002403,0.039919,0.066106,0.105498,0.098134,0.075955,-0.057831,-0.053307,0.123255,0.022080,0.049791,0.048543,-0.049669,-0.168750,-0.056722,0.013426,-0.041690,0.018008,-0.095777,-0.029608,0.043175,0.006352,-0.045239,-0.026813,-0.054936,0.100305,0.034317,-0.003526,0.173192,0.015865,-0.139619,-0.037908,0.016281,-0.064458,0.064536,0.074440,-0.027861,-0.131063,-0.042544,0.003600,-0.068921,0.038833,-0.066594,0.045061,-0.130591,-0.071093,-0.032380,0.015916,-0.019356,-0.050651,-0.001942,0.081185,-0.036647,-0.033527,0.025359,-0.007221,-0.060933,-0.057391,-0.087618
0.051836,0.031250,0.019611,0.160666,-0.031450,-0.133441,0.018453,0.065672,0.111973,0.024573,-0.042665,-0.034402,0.114868,-0.022779,-0.021214,0.019099,-0.127614,0.000941,0.047851,0.105239,-0.104230,-0.009382,-0.080585,0.086495,0.082424,0.064623,0.078302,-0.024560,0.111890,-0.127437,-0.062838,0.013806,-0.082964,-0.041322,-0.025011,0.237228,0.056809,-0.052117,-0.095752,0.095239,0.095841,-0.065251,-0.038961,0.105688,0.099282,-0.215598,0.157187,-0.037793,-0.100099,0.097230,-0.013731,0.088944,0.116896,-0.213745,0.126335,-0.020405,0.073594,-0.089647,-0.084743,0.041387,-0.109588,-0.076428,-0.139352,0.030743
0.096925,-0.123745,-0.012506,0.144007,0.094572,-0.109569,0.000582,0.023356,-0.012394,0.002472,-0.026826,0.101019,-0.002160,0.008612,-0.064572,0.012296,-0.059560,-0.026671,-0.022965,-0.006596,0.000372,0.000933,0.068644,0.097185,-0.049299,-0.128388,0.027716,-0.013982,0.034771,-0.121933,0.105667,-0.014845,-0.021754,0.190719,0.059714,-0.163309,-0.012720,-0.000469,0.048215,-0.075762,-0.140053,-0.049310,-0.000514,0.013396,-0.046425,0.020162,-0.024625,-0.101856,0.016951,-0.068956,-0.038526,0.153073,-0.062971,-0.017920,-0.045715,-0.079230,-0.051096,0.041581,0.031310,0.102177,0.019072,0.094676,0.047945,-0.062870
0.078390,-0.099329,0.027421,0.091619,-0.139693,0.090863,0.010882,-0.004935,-0.023251,-0.115735,-0.003521,0.049708,-0.074862,0.084041,-0.100332,0.040236,-0.056374,0.019564,-0.090326,0.081268,-0.089931,0.122198,-0.031580,0.002252,0.077129,0.040274,0.061550,-0.129176,0.017970,0.030804,0.045757,0.102258,-0.125151,-0.087279,0.061383,-0.096700,-0.052611,-0.010773,0.049166,-0.002606,-0.015378,0.009108,0.202869,-0.018885,-0.001747,0.130129,-0.062622,-0.020351,0.057052,0.005373,-0.021898,0.071584,0.131886,0.012594,-0.170032,-0.190329,0.077049,-0.121664,0.100047,0.041830,0.069353,-0.084410,0.151157,-0.182467
0.046402,0.162300,-0.031264,-0.097498,0.067184,-0.077561,-0.121972,0.069370,0.023483,-0.031247,-0.064561,0.153424,-0.023095,0.123675,0.083338,-0.019627,-0.068470,-0.133658,-0.064643,-0.142826,0.171969,0.094343,-0.004483,0.119491,-0.120745,-0.017786,-0.020372,-0.115063,0.031021,-0.105080,0.091360,0.006401,0.032049,-0.020799,0.130355,-0.055766,0.072231,-0.077291,-0.092840,-0.114054,0.014835,0.083761,-0.038346,0.059251,-0.030702,0.045634,-0.042004,0.097468,-0.123445,0.045350,0.013417,-0.018680,0.007963,-0.077238,0.014567,-0.014563,0.059952,0.012285,-0.071242,-0.035883,0.008984,-0.086192,-0.042778,0.047234
-0.090239,0.005931,0.151399,-0.052807,-0.136130,0.070721,-0.004071,0.004803,-0.021452,0.004535,0.077344,0.086285,-0.136701,-0.105332,0.088560,0.172536,-0.092128,0.112199,-0.101838,-0.038579,0.024244,-0.043256,0.014960,0.063530,-0.042586,-0.132723,-0.004556,0.093753,-0.037395,-0.061402,0.088227,-0.066295,-0.014638,0.050208,0.045383,0.156956,0.000981,0.026386,0.090157,0.200738,0.073662,-0.014722,0.076444,-0.037509,0.079784,-0.032862,0.108570,0.007716,-0.116139,0.130790,-0.101604,0.110196,-0.041218,0.089589,0.055091,0.028257,-0.062139,-0.086759,-0.110525,0.055208,-0.068506,0.000973,0.020149,-0.061773
0.022598,-0.041454,-0.124714,0.055826,0.048521,-0.045323,0.061534,0.066975,-0.046812,0.101123,0.052933,-0.073255,0.144405,0.122439,0.003124,0.049407,0.070765,0.044928,-0.009356,-0.051719,0.197196,0.055196,-0.159198,0.074995,-0.020001,-0.100465,-0.047510,-0.098166,-0.071556,0.008584,0.083691,-0.137475,-0.044169,-0.003322,0.000395,0.061129,0.148906,0.055711,-0.022081,-0.136343,0.038280,-0.002264,0.018940,0.057305,0.022939,0.101756,0.011680,-0.023083,-0.092640,0.091549,0.058382,0.014429,-0.027936,0.040331,-0.342911,-0.098197,-0.106999,-0.088291,-0.050261,0.058662,-0.044998,0.035356,-0.028690,0.028565
0.103032,-0.080317,0.044160,-0.046729,0.033849,-0.083208,-0.075436,-0.077330,-0.030293,-0.019787,-0.225900,-0.071919,0.015765,0.169700,-0.013764,0.083072,0.038540,0.083652,-0.046304,-0.044383,0.021332,-0.023035,-0.101956,-0.147898,-0.038138,-0.017442,-0.077266,-0.060645,0.056002,-0.026249,0.056768,-0.039289,-0.016503,0.001651,0.067909,-0.216374,-0.073977,-0.115720,0.093524,0.059509,0.046436,0.012512,0.041330,-0.060525,0.079106,-0.031719,0.003522,-0.101685,0.017506,-0.059209,-0.021390,0.015717,0.037345,-0.056147,-0.027782,-0.060172,-0.102370,0.136971,0.162302,0.049305,-0.075560,0.066064,-0.078850,0.037037
-0.040509,0.083488,0.041809,0.091730,-0.005663,-0.118771,-0.012463,-0.068327,0.069941,-0.015890,0.016678,0.062256,0.077958,0.013221,0.003580,0.058480,-0.075119,0.062732,0.006475,0.070407,-0.036422,-0.055492,0.021886,0.065114,-0.014584,0.056853,0.148656,-0.029367,-0.029770,-0.054433,-0.093316,0.058384,-0.012405,-0.105159,0.014508,0.114903,0.001537,-0.079719,-0.029543,0.054958,-0.029119,-0.107786,-0.031904,-0.031044,0.056799,0.152617,0.097135,0.052691,-0.098544,0.207991,-0.052419,0.002215,-0.110435,-0.045734,0.005001,-0.008891,-0.103202,0.004099,0.030631,-0.027468,0.129536,0.064533,-0.100307,0.029549
