0.088971,0.409567,0.179345,0.014878,-0.071547,0.214089,0.006437,0.007093,-0.024097,0.169662,-0.009218,0.001517,0.065207,0.058211,-0.226456,-0.139138,-0.016729,0.084748,0.182688,-0.124683,0.022310,0.216852,0.233799,0.046968,-0.236581,0.172532,-0.106247,-0.123282,-0.064205,0.122533,-0.032419,0.034665
0.027072,0.044892,0.069475,0.087578,-0.013647,-0.215002,0.039455,-0.227230,0.193394,-0.303862,-0.045243,-0.043224,0.000818,0.117449,-0.196367,0.066315,0.148293,-0.139690,-0.242749,-0.027999,0.149095,0.109944,0.085836,0.007561,0.022826,0.154823,0.001703,0.148477,0.016404,0.001846,0.058746,-0.029835
-0.013527,-0.095939,0.247292,-0.108909,0.144249,-0.087451,0.067087,-0.155714,-0.090327,-0.005984,-0.437688,0.127682,0.097629,0.226336,-0.045922,0.036965,-0.129688,-0.000823,-0.103341,-0.031748,-0.076225,0.026508,0.032055,-0.066068,0.130585,-0.062663,-0.207535,0.010837,0.077178,-0.085646,0.043268,0.301771
0.022090,0.225636,-0.088714,-0.100516,-0.134385,-0.105464,0.160508,-0.020484,0.163298,-0.048750,-0.117354,0.021520,0.144385,0.105266,0.254822,-0.109961,-0.035549,-0.081477,-0.004688,-0.016736,0.091164,-0.056294,0.209248,0.244085,0.387914,0.101547,0.142397,-0.195063,-0.173785,-0.100085,-0.138337,0.272963
0.028087,-0.058975,-0.179732,0.207357,0.049692,-0.010012,0.371512,0.154086,-0.088453,-0.080936,-0.114722,0.352225,0.025759,-0.117578,0.100730,0.171012,0.037051,-0.214141,-0.318915,-0.131743,0.032390,-0.169179,-0.169275,0.023991,0.013524,0.204326,-0.026267,-0.022525,-0.024987,-0.078000,-0.202678,-0.128207
0.070041,-0.184731,-0.074245,0.114501,-0.093139,-0.013643,0.062238,0.003553,-0.074882,-0.015293,0.036974,0.043289,0.171966,-0.018008,0.030392,-0.121850,0.088945,-0.037273,-0.171339,-0.109868,0.034497,-0.284404,0.035559,0.152954,0.061672,-0.027926,0.007937,-0.050275,0.037321,0.018012,0.187215,-0.102674
-0.223959,-0.103078,0.082923,0.062042,-0.140765,0.174042,0.170321,-0.133384,0.034327,-0.174348,0.136824,0.023835,-0.128947,-0.065291,-0.035482,-0.055637,-0.034177,-0.005733,-0.065028,-0.160951,0.056757,0.196570,-0.068328,-0.201052,0.088093,0.105897,-0.071620,-0.060132,0.094087,0.135666,-0.021250,0.163012
-0.021201,0.049861,0.046591,0.038287,0.002745,0.086464,-0.003072,0.111395,0.023914,-0.130189,-0.172315,0.005309,0.032507,0.101554,0.197506,-0.056975,0.027868,-0.075347,0.016804,0.008535,-0.087020,0.005460,0.074336,-0.009913,0.185859,-0.025469,-0.131541,0.073587,-0.316561,-0.138336,0.117362,0.173992
-0.321842,-0.003539,-0.010263,0.135150,-0.187794,0.013949,0.045003,0.109412,-0.231556,0.167165,0.079122,-0.046746,-0.110313,-0.008723,0.028997,0.220812,-0.104914,-0.038452,0.066526,-0.219307,-0.047618,0.093185,-0.080286,0.040031,0.154520,0.142112,-0.218096,-0.346276,-0.234895,0.182656,0.077624,-0.052849
0.149493,0.284919,0.149347,-0.029810,0.156929,-0.465150,-0.044820,-0.163758,0.200543,-0.290931,-0.048386,-0.077498,0.105557,-0.124885,-0.133168,-0.202603,-0.041435,0.016823,-0.205854,0.037014,0.115107,0.053143,-0.019875,-0.052807,-0.167549,-0.082809,0.099804,0.067093,-0.048208,0.111589,0.009122,-0.078383
