0.013632,-0.036402,0.091702,0.056394,0.056910,-0.004636,0.228814,-0.089283,0.090318,0.012397,0.124832,0.036642,0.022445,0.003114,0.018205,0.011148,0.041420,-0.090829,-0.043980,-0.086026,0.020991,0.018577,0.039705,0.061050,-0.036581,-0.131026,0.072446,-0.028062,0.016525,0.094258,-0.000448,0.150250
0.010450,-0.056749,-0.001587,0.121870,-0.056438,-0.079597,0.096054,-0.086272,-0.051177,0.162276,0.031597,-0.138927,0.020524,0.026321,-0.145584,-0.095307,0.030422,0.021730,-0.078731,0.123539,0.031516,-0.098703,-0.058742,0.022007,0.060605,0.085441,-0.000534,-0.021680,0.213640,-0.060070,0.163336,0.022706
0.006910,0.019421,0.013723,0.153399,-0.039403,0.058904,0.027792,-0.079941,-0.034900,-0.050014,0.074750,-0.039536,-0.159665,-0.041131,0.014732,0.019938,-0.029083,-0.103736,-0.022615,-0.040744,0.021926,-0.004599,-0.053654,-0.082009,-0.220622,-0.062417,-0.068635,-0.004693,0.122938,0.047012,0.082295,0.081268
-0.221269,-0.026607,0.169885,0.042657,-0.024355,0.034657,-0.198395,0.065519,-0.130222,-0.078602,0.149021,0.032620,0.025283,0.080765,0.008379,-0.086810,-0.238304,-0.057226,-0.011770,0.252077,0.204969,0.102760,-0.039281,0.237002,-0.072147,0.012526,0.071191,-0.001202,0.017499,-0.283068,0.038217,0.072327
-0.006509,0.007726,0.110940,-0.086539,-0.143988,-0.107124,0.085065,-0.036237,0.001453,-0.051767,-0.023809,0.088611,0.028152,-0.019217,-0.033974,0.007981,-0.095138,-0.272552,-0.016395,-0.060841,0.023382,-0.125406,-0.170549,-0.008127,-0.009633,0.090511,0.014224,0.068496,-0.039585,0.025750,-0.115864,0.011719
-0.018923,0.118748,-0.154298,0.043390,0.106100,0.048535,-0.040776,0.027395,-0.058603,-0.024888,-0.089615,0.030226,-0.005459,0.029467,0.144540,0.033527,0.043969,0.125394,-0.092209,0.015080,0.106987,0.068649,0.000479,0.140170,-0.006240,-0.168207,-0.070571,-0.018216,-0.037836,-0.037346,-0.047928,-0.145897
0.066650,-0.047716,0.055541,0.059112,-0.077574,0.188627,0.014780,-0.075999,-0.055302,0.113801,0.034534,-0.026670,0.165744,-0.089136,-0.021317,-0.046342,0.080741,-0.081283,-0.140251,-0.119435,0.107757,0.002462,-0.017414,-0.000615,-0.057840,0.104785,-0.014829,0.048380,0.042054,-0.039325,-0.027605,0.101912
-0.084771,-0.153208,-0.086559,0.016105,0.123103,-0.088507,0.096011,-0.032366,-0.011591,0.003527,-0.008916,0.110436,0.012974,0.151524,-0.162510,-0.104767,0.018238,-0.029518,-0.048861,0.045475,0.091392,-0.048651,0.136875,-0.050696,-0.067608,-0.008039,-0.032905,0.069295,0.013561,-0.004766,-0.065029,0.127815
-0.174568,0.010324,0.179731,-0.025728,-0.104465,0.002114,-0.079779,0.046509,-0.077147,-0.079285,0.083055,0.203352,-0.050345,0.054279,0.056138,0.075444,-0.157335,-0.170294,-0.027504,0.071600,0.100886,0.047360,0.013737,0.107161,-0.097067,-0.005396,0.057065,0.056592,-0.038549,-0.139731,-0.060253,0.082960
-0.093446,0.025416,-0.037711,0.124601,0.146566,0.084726,-0.246637,-0.090663,0.003901,0.199246,0.056982,0.174823,-0.067179,0.269880,0.083067,-0.164891,0.046502,0.047485,-0.080619,-0.126389,-0.076162,-0.093041,-0.101109,0.016560,-0.014299,-0.036960,-0.006155,0.058116,-0.036729,0.053109,0.030409,-0.064585
-0.039852,0.046479,0.025443,0.014091,0.173833,0.065918,-0.020435,-0.010004,-0.022459,-0.057123,0.077326,0.045137,0.014138,0.110317,0.073234,0.032399,0.155075,0.048424,-0.060099,0.091277,-0.158402,0.055201,0.054468,0.157302,-0.033282,-0.064192,0.020552,-0.052805,-0.105268,-0.048213,-0.058174,-0.168801
0.216721,-0.058771,-0.005168,-0.097083,0.004442,0.302346,-0.040856,0.002155,0.087881,-0.017104,-0.076380,0.034556,0.062735,0.085863,-0.043635,-0.083437,0.081947,-0.038957,0.032084,0.025902,-0.041642,-0.121674,0.059308,0.098108,-0.065796,-0.016318,0.099496,0.142658,0.098112,-0.147982,-0.042996,-0.001112
0.109943,0.131990,0.007814,0.049522,-0.036592,0.063092,-0.074522,0.059016,0.011691,-0.109393,-0.053979,-0.059927,-0.051024,-0.123582,0.086732,0.025645,-0.038723,0.100213,0.075783,-0.078111,-0.048512,-0.030276,-0.087648,0.040811,0.059762,-0.038905,-0.024820,-0.074693,0.062357,0.022910,0.087682,-0.008822
0.078813,0.010628,0.085641,0.084326,0.136495,0.028616,0.089267,-0.078858,0.105153,-0.072891,0.105067,-0.001312,0.061409,0.057692,0.134764,0.052038,0.070680,-0.043095,0.011331,-0.001844,-0.067427,0.059900,0.117108,-0.033776,0.043007,-0.068316,-0.065008,-0.065631,0.029462,-0.036333,0.003033,0.078052
