0.013185,-0.004321,0.014823,0.032780,-0.025385,0.006857,0.010549,-0.037347,-0.014727,0.007992,-0.005915,0.015076,0.019999,-0.032863,-0.002086,0.011350,-0.032956,-0.007873,-0.025234,-0.020167,-0.009962,-0.011213,-0.029266,-0.015218,-0.026531,-0.033449,-0.024215
-0.063694,-0.021300,0.021416,0.130371,0.379667,0.041983,-0.187929,-0.279211,-0.038335,-0.067306,0.053145,0.001835,0.266616,0.748635,0.101658,-0.336405,-0.608437,-0.076828,-0.015798,-0.010921,0.026319,0.042062,0.173120,0.001546,-0.062128,-0.156476,0.001029
-0.105111,0.097661,-0.007892,-0.404774,0.739954,-0.315164,-0.673264,0.924747,-0.299816,-0.120985,0.191271,-0.042251,-0.825019,1.344001,-0.536507,-1.061939,1.480470,-0.472160,-0.021906,-0.021872,0.035652,-0.202231,0.376735,-0.172075,-0.278169,0.434539,-0.158609
0.002303,-0.044324,0.083432,0.060629,0.199787,-0.285049,0.019608,0.309197,-0.336435,-0.009693,-0.068256,0.084860,0.048464,0.520013,-0.618897,0.051091,0.648697,-0.705600,-0.017378,-0.029058,0.025477,0.043098,0.085977,-0.069092,-0.001017,0.090270,-0.123851
-0.069104,0.026336,0.027510,0.009492,-0.080321,-0.075000,0.115841,-0.108098,-0.308897,0.020667,0.037113,-0.013271,0.075568,-0.208044,-0.258771,0.202652,-0.213817,-0.511923,-0.000746,0.025926,-0.035042,-0.006473,-0.059524,-0.061520,0.025698,-0.056478,-0.107384
0.158955,0.168774,-0.242980,0.123977,0.647181,0.248754,-0.157799,0.620256,0.668751,0.008720,-0.136092,0.005032,-0.037221,-0.250277,-0.146879,-0.022397,-0.200972,-0.148390,-0.141646,-0.060620,0.238640,-0.038656,-0.397494,-0.117748,0.168754,-0.389265,-0.479252
-0.019617,-0.020635,-0.001357,0.451403,-0.140044,-0.212669,0.123818,-0.123725,-0.079849,-0.062512,-0.015294,0.020405,0.922128,-0.273009,-0.462814,0.248227,-0.245828,-0.096681,0.011864,0.011375,-0.002658,0.227522,-0.069514,-0.116885,0.055251,-0.048208,-0.024621
0.023331,-0.021255,-0.120428,-0.013311,0.085699,0.222603,-0.013874,0.151299,0.365116,-0.019823,-0.094805,-0.182512,0.007813,0.190284,0.369581,0.006496,0.348799,0.589633,-0.008238,-0.022187,-0.040889,0.004615,0.017125,0.107489,0.020155,0.073647,0.136767
0.052242,0.043457,-0.131759,-0.182431,0.690450,-0.519522,0.023658,0.727983,-0.688259,-0.037846,0.166948,-0.208249,-0.128915,1.087102,-0.920572,0.012196,1.047017,-0.982753,0.048951,-0.014226,-0.006865,-0.116811,0.399462,-0.331497,0.008725,0.399621,-0.390284
0.000073,0.002978,0.003368,0.001082,0.000329,0.001993,0.000482,-0.000699,0.001029,0.001637,0.002220,0.001263,0.001624,0.001439,0.002436,0.001291,0.000529,0.002844,0.005750,0.004494,0.004414,0.003222,0.003139,0.005340,0.002044,0.002677,0.002019
-0.056621,-0.170570,-0.097005,-0.232192,-0.253733,-0.088598,0.026555,-0.008759,-0.066266,0.243110,0.286324,0.289540,0.055644,0.148153,0.263443,0.254099,0.333604,0.184932,0.026762,-0.151724,-0.240749,-0.244012,-0.334333,-0.300421,-0.046951,-0.075674,-0.179090
-0.094053,0.024103,0.059160,0.030418,0.095559,-0.020265,-0.090549,0.305088,0.233302,0.004723,0.053942,-0.017286,0.008139,0.140939,-0.059862,-0.129461,0.435886,0.430219,-0.010500,-0.004259,-0.001446,0.023868,0.024256,-0.038060,-0.112814,0.175839,0.133100
-0.157902,-0.314799,-0.081600,0.245499,0.330413,0.086316,-0.051641,-0.044483,0.024532,-0.311014,-0.651194,-0.213080,0.501315,0.657052,0.163523,-0.119489,-0.101490,-0.016246,-0.057527,-0.124034,-0.031133,0.109152,0.141171,0.024606,-0.023635,-0.028387,0.018276
0.474255,0.017911,0.009078,0.078593,-0.072171,0.000474,0.019806,-0.000207,-0.023568,0.578082,0.080209,0.042801,0.010537,-0.050667,0.057978,-0.049334,0.002149,-0.038234,0.266210,-0.081927,-0.046313,-0.144519,-0.083210,-0.002584,0.019681,0.103341,-0.037704
0.002472,0.000909,0.002039,0.000615,0.003897,0.000143,0.003173,0.002019,0.002648,-0.000109,0.001111,-0.000421,0.000848,-0.000431,-0.000273,0.002406,0.000871,-0.000275,0.001390,-0.000382,-0.000274,0.001115,0.000082,-0.000544,0.001228,0.002123,-0.001904
0.002336,0.003655,0.004079,0.004501,0.003023,0.003020,0.004053,0.000720,0.001990,-0.001510,-0.001102,-0.001750,-0.001298,0.000333,0.001129,0.000450,0.000628,0.000639,0.000910,-0.001055,-0.000649,0.000356,0.000479,0.000039,0.001658,0.001641,-0.000255
-0.000240,0.000482,0.004256,0.001278,0.009374,0.020873,0.000598,-0.002480,0.001369,-0.002294,-0.001858,0.007523,-0.001467,0.014854,0.029661,-0.004700,-0.002306,-0.000286,0.001362,-0.004994,-0.001098,-0.001064,0.003109,0.018076,-0.000102,-0.007146,-0.006905
0.000783,0.001538,0.001411,-0.000935,-0.002713,0.000159,-0.001551,-0.001618,0.000215,-0.003153,-0.001786,-0.001180,-0.003294,-0.005448,-0.000180,-0.004910,-0.003754,-0.006091,0.001930,0.000532,0.000466,0.000557,-0.002107,0.000307,-0.001690,-0.001431,-0.000673
0.058486,-0.012825,-0.038267,-0.026494,0.004513,0.034520,-0.058972,0.078444,0.185257,0.028463,-0.026931,-0.108835,-0.015787,0.113288,0.033758,-0.064415,0.213838,0.250129,0.015934,0.007390,-0.043540,-0.017625,-0.024394,0.025213,-0.010826,0.013342,0.148500
0.011236,-0.207952,-0.259057,-0.216650,-0.465411,-0.522094,-0.115560,-0.285154,-0.327589,0.122608,0.119083,0.095306,0.084748,0.073614,0.060823,0.126976,0.087237,0.048038,-0.113494,0.096276,0.116274,0.085351,0.422681,0.450169,0.016465,0.270594,0.241898
-0.016468,-0.320957,0.003962,0.017744,-0.163138,-0.007091,0.100613,0.092573,0.123235,-0.216317,-0.347553,-0.132253,-0.088979,-0.093173,-0.078098,-0.118559,0.029274,-0.052220,0.199118,-0.144103,0.130906,0.059623,-0.129038,-0.001804,0.010897,0.021879,0.039159
-0.132185,-0.085662,0.264923,0.239606,-0.296874,-0.048428,-0.115903,0.063784,-0.086523,-0.111514,-0.156365,0.464227,0.291023,-0.566868,-0.066126,-0.131737,-0.007140,-0.144855,-0.085986,0.002712,0.102880,0.157791,-0.167594,0.024043,-0.107563,0.133254,-0.099100
0.071742,0.204253,0.166033,0.350419,0.375277,0.195348,-0.149091,-0.021903,0.293021,-0.273269,-0.445790,-0.343934,-0.124111,-0.445860,-0.567281,-0.350711,-0.542658,-0.331910,-0.104660,0.270646,0.321069,0.445395,0.696393,0.445027,0.119069,0.177084,0.188765
0.001995,0.000703,0.000126,0.001114,0.000373,-0.001877,0.000471,-0.003086,-0.005066,0.003732,0.002058,0.000446,0.004845,0.002784,0.001232,0.000731,0.000578,-0.000803,0.003642,0.004034,0.001471,0.006437,0.002303,-0.000076,0.000018,-0.000121,-0.003791
0.059717,0.069803,0.013365,-0.011119,-0.083796,-0.119482,-0.034030,0.009193,0.109110,0.128515,-0.009462,-0.196918,0.059145,-0.153709,-0.267937,0.059304,0.084681,0.190346,-0.155147,-0.158920,-0.363460,-0.022866,-0.098529,-0.240517,-0.113248,0.012810,0.030225
0.014643,0.036421,-0.021607,-0.116837,0.313527,0.574115,0.088140,-0.322383,-0.525943,0.032538,0.062433,0.015983,-0.194055,0.523969,0.974912,0.156948,-0.603048,-0.955591,0.041030,-0.025530,-0.019472,-0.065120,0.153902,0.279124,0.055378,-0.186849,-0.225442
-0.007169,0.053040,-0.058645,0.042730,-0.086069,-0.096551,0.008440,-0.062775,-0.240727,0.058025,0.029430,-0.016300,0.065350,-0.254710,-0.208898,0.135993,-0.166821,-0.340762,-0.047203,0.067784,0.090382,0.011720,-0.003090,0.005383,0.010204,0.017147,-0.159977
0.202583,0.063044,-0.033919,-0.226793,-0.128392,0.141548,0.210565,0.214041,0.023188,0.220420,-0.183705,-0.175628,-0.688053,-0.765301,-0.275116,0.246946,0.159297,-0.122552,0.110047,0.073410,0.010418,-0.152748,0.012108,0.114100,0.146002,0.215413,-0.046493
0.028727,0.070820,0.171921,0.085161,0.080525,0.140913,0.035461,-0.156718,-0.067180,-0.029276,-0.055944,-0.025166,0.044830,-0.076599,-0.011612,0.099829,-0.133021,0.063633,-0.103424,-0.083423,-0.111770,-0.113498,-0.255917,-0.232597,-0.039492,-0.272092,-0.111218
0.012080,-0.005674,0.012121,0.036384,-0.047567,-0.085535,0.138080,-0.032317,-0.145760,0.044679,0.016687,0.048820,0.032228,-0.111621,-0.153121,0.159500,-0.067039,-0.193721,0.007528,0.022123,0.076448,0.058242,-0.024968,-0.038511,0.150564,-0.058731,-0.170979
-0.274164,0.043190,0.319548,0.262264,0.736381,0.771622,0.393594,0.528003,0.173483,-0.025607,-0.145000,-0.158204,-0.172001,-0.330764,-0.396724,-0.209114,-0.341958,-0.345882,0.254324,0.092269,-0.157734,0.001772,-0.208126,-0.276015,-0.262693,-0.212327,0.122109
0.001820,0.015130,-0.028492,-0.078950,0.002081,0.120640,-0.031852,0.027805,0.183400,0.023251,0.015515,-0.022675,-0.015360,0.050303,0.174453,0.037096,0.074813,0.240615,-0.022877,-0.037378,-0.128128,-0.050640,0.023793,0.060575,-0.006866,0.042237,0.107982
