-0.009712,0.062298,-0.065785,0.165391,-0.016166,0.689593,0.220358,-0.021750,-0.046159,0.005183,-0.002683,0.257430,0.076061,-0.111710,-0.001745,-0.004553,-0.004008,0.002176,0.434588,-0.322892,-0.194747,-0.004377,-0.080641,-0.004757,0.154628,0.261427,0.066510,0.034905,0.034580,0.082546,0.271588,0.178801
0.016879,0.016744,-0.563369,-0.094810,0.098327,-0.015308,-0.057361,0.084265,0.106531,-0.000131,0.137205,-0.033323,-0.120336,0.201406,0.000999,0.001569,0.003452,-0.001929,0.128815,0.412905,0.211706,-0.023222,-0.105115,0.000257,-0.127897,0.090799,-0.203959,0.314051,-0.132326,-0.036963,0.236054,-0.094714
-0.011148,0.560064,0.108060,0.408854,-0.248179,-0.212170,-0.278372,0.067298,-0.165313,-0.001162,-0.034400,0.325985,0.081972,-0.036912,0.003562,0.005521,0.008749,0.004006,0.060747,0.049862,0.014119,0.545462,0.076706,-0.000333,-0.001490,-0.331978,-0.042975,0.479826,0.077721,0.016216,-0.129465,-0.001142
0.035217,-0.073825,-0.133225,0.127100,0.459191,-0.474274,0.050477,0.065655,-0.281198,-0.000759,0.031995,-0.438524,0.258146,0.324736,0.002734,0.001826,0.005623,0.010322,-0.101166,-0.369204,-0.309269,0.416856,-0.105526,0.001623,-0.150898,0.026046,-0.398559,-0.423154,-0.275882,0.314106,0.011450,-0.059698
-0.020300,-0.344605,0.267627,-0.032493,0.173922,-0.617972,0.068560,-0.289120,0.165708,-0.007667,0.143787,-0.094206,-0.201767,-0.041174,-0.004906,0.007980,-0.003306,0.000297,0.383380,0.128073,-0.176560,0.300470,-0.197251,-0.001838,0.057507,0.059176,0.189624,0.032000,0.069885,-0.031985,0.408471,0.323947
-0.000871,-0.190191,-0.022399,-0.544110,-0.311884,-0.236257,0.415635,0.443971,0.430037,0.002545,0.046630,0.434999,-0.038218,0.067718,-0.000232,0.003499,-0.009297,-0.002425,0.013658,-0.059044,-0.142406,0.385512,-0.080634,-0.004560,0.106888,0.148987,-0.108334,0.263124,0.000117,0.062780,-0.551208,-0.055585
0.000129,0.415769,-0.121151,-0.381074,-0.452149,0.021190,0.044432,-0.816742,0.184590,0.001674,-0.072086,0.194437,-0.123891,0.165859,0.000160,-0.002712,0.007248,0.005904,-0.276903,0.036876,0.002656,0.337490,0.147115,-0.004986,0.108429,0.192313,-0.254344,0.054808,0.098833,0.219440,0.166916,0.204508
-0.044628,0.089774,0.212495,-0.041278,0.467903,0.509334,-0.201969,0.173244,-0.107334,-0.002486,0.155704,-0.543397,-0.219267,-0.001496,0.000585,0.000518,0.000507,-0.000231,-0.166303,0.339161,-0.148077,0.486178,-0.211848,-0.003853,0.279509,0.037860,0.054869,0.275107,0.371527,0.086029,-0.157880,-0.154853
0.038903,-0.027076,0.336877,-0.161857,0.107663,0.336555,-0.111576,-0.127230,0.167627,0.008279,-0.003460,-0.025031,0.271815,0.210170,-0.005511,0.004116,0.017509,-0.002749,-0.001480,0.126442,0.044775,0.269014,0.055639,0.013436,-0.398888,0.008659,-0.139371,0.008429,-0.416106,-0.042312,-0.184114,0.263797
-0.013141,-0.340246,-0.049439,-0.267356,-0.012876,0.056802,-0.110183,0.084754,0.241552,-0.001498,-0.022946,0.046374,0.535248,-0.030109,0.004473,-0.008928,0.011568,0.000247,-0.109835,-0.085244,-0.114452,0.261406,0.051843,0.004656,0.101664,-0.220962,0.102880,0.397857,0.176839,0.056703,0.774962,-0.139103
