0.039891,0.065682,-0.049662,-0.132884,-0.021809,0.023641,0.069766,0.078048,-0.009321,-0.080860,0.008990,0.151724,-0.110380,0.021994,-0.063260,0.009195,-0.074215,0.086910,-0.003818,-0.052281,-0.031299,-0.084235,0.087953,-0.013943,0.105067,-0.081284,0.037058,0.021045,0.042546,-0.032117,0.007232,0.017470,0.006336,-0.036338,-0.006617,0.036638,0.000642,-0.048006,0.020009,0.004747,-0.060352,0.039094,-0.034429,-0.000052,0.002008,-0.012964,-0.108775,0.001172,0.001100,-0.067803,-0.069661,0.018905,-0.004796,-0.095607,0.035768,0.017745,-0.021261,0.016563,-0.056750,0.094057,-0.016428,0.056716,-0.027226,0.019169,-0.014312,0.099798,0.072008,0.082917,-0.062965,-0.003943,0.054085,-0.146966,-0.022738,-0.056562,0.035694,0.101767,-0.081015,0.036688,0.091741,0.111663,-0.000473,0.000487,-0.014235,0.062095,-0.033526,-0.109889,0.046706,0.089716,-0.050229,-0.004226,-0.060291,-0.003142,-0.044779,0.058380,-0.009664,-0.027623
-0.016039,0.104536,0.012429,-0.082395,0.035992,0.032801,0.098382,0.096314,0.080089,-0.055421,-0.103939,-0.000643,0.059204,0.058481,-0.015846,-0.075149,0.068501,0.139962,-0.017957,0.094691,-0.030967,0.018568,-0.010841,0.016203,0.020824,-0.037934,-0.026435,0.011945,-0.019820,0.071373,-0.010011,0.016931,0.013952,-0.058730,-0.007085,0.048264,-0.040138,-0.025625,-0.036233,0.030241,-0.030563,0.048082,-0.088106,-0.184486,0.035102,0.016442,0.023326,0.114667,0.018916,-0.105118,0.016324,0.007894,-0.185391,0.023898,-0.004518,-0.022753,0.011074,-0.292193,-0.021608,0.000039,-0.065556,-0.049776,0.081023,-0.100757,-0.005761,-0.075538,0.065017,-0.043926,0.040133,0.008241,-0.014628,-0.051006,-0.023942,0.001277,-0.014065,0.031388,-0.058747,0.072925,-0.174792,-0.020377,0.057513,-0.049028,0.022676,-0.040955,0.000419,0.052256,-0.024589,-0.006059,-0.013835,0.066245,-0.049490,0.048369,0.014494,0.064205,0.031779,0.034322
0.078338,0.033625,0.084890,0.025969,0.003139,0.095159,0.090152,-0.052109,-0.079884,-0.008692,0.023116,-0.048293,0.012482,0.025287,0.065413,-0.044520,0.000394,-0.145160,-0.050603,0.155388,0.102136,0.041775,-0.012759,0.126982,0.053961,0.102637,0.127196,-0.046762,-0.118270,0.000252,0.063236,-0.117830,0.209239,0.002864,-0.026147,-0.162982,-0.020764,0.133997,-0.037815,0.002552,0.019493,0.032583,0.114059,-0.076745,0.037139,-0.092151,-0.057234,-0.077604,0.013065,-0.019081,0.032526,0.076082,0.102311,-0.034917,0.102494,0.039005,-0.064053,-0.138320,0.207067,0.005397,0.007967,-0.035378,0.008146,-0.042563,0.050697,0.106671,0.153073,0.088711,0.042494,-0.144950,-0.117026,-0.032811,0.072532,-0.024292,-0.051152,0.037534,-0.182820,-0.045636,0.049450,-0.153788,0.112182,-0.113236,0.099531,0.191054,0.034211,0.048967,-0.061950,0.043126,0.242580,-0.180722,0.208419,0.049337,-0.004234,0.140156,0.089822,0.008579
-0.012849,0.172558,0.030522,-0.145426,-0.060477,-0.009076,0.084917,0.018201,0.105066,-0.109724,0.098313,0.038896,-0.185986,-0.130818,-0.001987,-0.026539,-0.020518,0.015134,-0.111422,0.029215,-0.028564,0.027064,0.136079,0.049784,0.078192,0.032334,0.043807,-0.071801,0.176186,0.087535,0.026735,-0.176815,0.129478,0.061985,0.006521,0.075206,0.048618,-0.029309,-0.120532,0.088555,0.017811,0.028297,0.094432,0.126246,-0.018149,-0.138315,0.092892,-0.014221,0.048473,-0.076376,0.057324,0.046374,-0.141738,-0.031890,-0.034639,-0.014416,0.094875,0.061093,-0.072397,0.099435,-0.046471,0.028329,0.049561,0.106183,-0.026008,0.262077,-0.008635,-0.011561,0.063094,0.030995,0.004298,-0.092097,-0.100213,0.026490,0.074700,-0.010489,-0.054136,-0.006342,-0.057394,0.052214,0.096196,-0.024071,0.020806,-0.103144,-0.066240,-0.046186,-0.102039,0.018574,0.052931,-0.059580,0.056279,-0.093877,-0.039019,0.029529,0.002677,-0.069392
-0.151322,0.015515,0.084991,-0.019690,0.018399,-0.048949,-0.053824,0.126678,-0.022814,0.035239,0.003916,-0.030011,0.069193,-0.033118,0.087144,-0.055678,-0.014028,-0.131327,-0.004134,0.080120,0.000442,-0.006047,0.100507,-0.010402,0.159589,0.006923,0.030074,0.097552,0.096554,0.033115,0.046988,-0.022003,0.106898,0.047609,-0.114076,0.024369,0.029745,-0.075598,-0.026216,-0.016680,0.020707,-0.167103,0.040665,0.018475,0.098907,-0.096571,-0.037838,-0.083502,-0.022357,-0.038646,0.051377,-0.013109,-0.097962,-0.079262,0.047456,-0.073862,-0.126506,0.199193,-0.035686,-0.069899,-0.010468,-0.091374,-0.010769,0.034119,-0.104386,0.030790,0.023362,0.047004,0.081851,0.008266,0.005944,-0.013859,-0.076319,-0.020603,0.096349,0.041549,0.057403,0.002262,0.119559,0.163740,0.083710,0.048772,0.026928,-0.003276,-0.019597,-0.077947,-0.025286,0.006917,0.026989,0.123861,0.114181,0.037383,-0.033179,0.109207,0.035895,0.013191
0.065371,-0.018080,0.005372,0.031358,-0.081694,-0.015588,-0.076874,-0.114583,-0.092924,-0.014089,-0.143872,-0.081261,-0.057121,0.070390,0.011287,0.011968,-0.007537,0.045239,0.041154,0.036958,-0.110644,0.018175,0.048522,0.060818,0.007250,0.017791,-0.133232,0.065299,0.007909,0.041911,0.096095,0.037659,-0.077438,-0.018272,-0.002919,-0.021692,-0.104418,-0.071961,0.066750,-0.018723,-0.089783,-0.009897,0.011891,0.016517,-0.063494,-0.034349,0.022676,0.029328,-0.025210,0.051357,0.022013,0.076054,0.049144,0.083001,0.008424,-0.027069,0.102069,0.028379,0.003771,0.045890,0.025569,0.048509,0.100559,0.004120,0.038359,-0.059293,-0.090113,0.063529,0.088134,0.044164,-0.016168,-0.012937,-0.020152,-0.023946,-0.042266,-0.006334,-0.008058,0.103700,-0.041014,0.064494,0.032950,0.001626,-0.085333,0.101572,0.117893,-0.058886,0.053652,0.031404,0.019205,-0.023744,0.083076,-0.011062,-0.056958,0.012593,-0.063310,-0.001465
0.066189,-0.009001,-0.079072,0.097110,-0.029317,0.081119,0.057238,-0.007880,-0.037715,-0.007521,-0.027003,-0.108368,0.081295,-0.008069,-0.015184,0.024611,0.047370,0.028105,0.009378,0.049604,-0.059065,0.085755,-0.051937,-0.029775,0.036789,0.035312,-0.023224,-0.056373,-0.052545,-0.089742,-0.026029,-0.076966,-0.083736,-0.100842,-0.041449,0.084833,-0.096056,-0.110159,-0.142934,-0.031837,0.149316,-0.022937,0.064416,-0.096401,-0.064630,0.079004,-0.010463,0.059584,-0.009300,0.065914,0.089919,0.160330,0.064131,0.062829,-0.005063,-0.105624,-0.031438,-0.019651,0.063976,0.057492,-0.014151,0.068303,-0.091113,0.031018,-0.007025,0.104297,0.030826,0.142784,-0.009406,-0.089234,0.150280,-0.051996,0.005763,-0.057516,0.030766,-0.017847,0.102354,-0.080664,-0.020534,0.080421,0.094860,0.018921,-0.061143,0.007990,0.034407,-0.118876,0.047066,-0.008452,0.057135,-0.015722,0.067282,0.092257,-0.005384,-0.028172,-0.001868,-0.016709
-0.040244,0.069651,0.134120,0.029223,-0.023605,0.057741,0.015490,-0.099176,-0.097245,0.086370,-0.031156,-0.020330,0.065286,0.061700,-0.056936,-0.036436,0.202441,0.022957,-0.056488,0.046656,0.174711,0.184023,-0.076894,0.076574,0.112813,0.078283,0.051904,-0.021239,-0.048467,-0.044956,0.163285,0.082978,0.114119,-0.005521,0.052032,-0.126488,0.120615,-0.209563,0.022814,-0.036341,0.093745,-0.070141,0.144108,-0.024520,0.011048,-0.026383,-0.078170,-0.139948,0.229417,0.032047,-0.106164,0.026985,-0.036525,-0.042504,0.229972,-0.092521,-0.050977,-0.162232,-0.048479,0.116227,-0.119166,0.159684,-0.039269,0.034550,0.042201,0.081416,-0.038158,0.022957,-0.027389,-0.016607,0.185970,-0.075153,-0.040404,0.208200,0.077038,0.016334,0.141725,-0.084617,0.020435,-0.109857,-0.055722,0.021955,-0.145936,0.144725,-0.034840,0.066427,-0.104498,0.087001,0.081948,0.061260,0.030485,-0.100380,-0.079329,-0.028313,-0.056210,0.075075
0.008774,0.049328,-0.014917,-0.033288,0.024607,0.017587,0.056412,0.104599,0.085788,-0.091668,-0.155958,-0.097931,0.024328,-0.121805,-0.061197,-0.034194,-0.044122,0.061465,0.035117,0.010442,0.024001,0.027099,-0.038921,-0.076568,-0.039021,-0.091547,-0.061077,-0.059550,-0.206043,0.048037,0.031808,-0.053581,-0.029112,0.077567,-0.048490,0.036039,-0.027720,0.018273,0.011457,0.021277,-0.011016,-0.089905,0.081914,-0.016931,-0.159843,-0.039327,-0.024466,-0.023384,-0.009529,0.005664,-0.077830,-0.007559,-0.178623,-0.040394,-0.029739,0.000390,0.036077,-0.022527,0.060185,-0.084128,-0.063706,-0.020357,0.019748,0.074365,0.268482,0.038267,0.157272,0.015350,-0.010969,-0.031369,0.084995,-0.069763,0.111086,0.001646,0.110022,-0.017656,0.066865,-0.025848,0.108833,0.005285,0.097721,-0.100411,-0.048312,-0.026434,0.014299,-0.025786,-0.002829,0.033470,0.081804,0.036558,-0.047870,0.019753,-0.059096,-0.018881,0.067351,0.047456
-0.023994,0.152371,0.001260,0.002294,-0.113822,0.068333,0.041459,-0.020254,0.068066,-0.007186,-0.007495,-0.072250,0.111285,-0.072846,-0.060087,-0.106850,0.108581,0.084437,-0.045619,0.129929,-0.074530,-0.049969,0.002105,0.060853,-0.020922,0.058135,-0.126345,-0.165258,-0.033998,0.078092,0.007246,-0.023633,-0.036168,0.051118,-0.051737,0.006214,0.109052,-0.054547,0.054320,0.154217,0.004548,-0.049357,0.098770,-0.043346,0.024095,-0.069255,-0.140361,0.054675,-0.036087,-0.063170,0.015710,0.025214,-0.204941,0.101408,-0.057993,0.040476,0.068257,-0.213189,-0.012918,0.071024,0.052079,0.006897,0.145461,0.026934,0.207736,0.030388,0.032280,0.018069,0.012234,0.037093,-0.005746,-0.017296,-0.053052,-0.052443,-0.045948,-0.158913,0.091493,-0.068206,-0.075707,-0.039196,0.126165,0.018022,-0.066144,0.046624,-0.087324,0.065776,-0.028727,0.029118,0.032667,0.075305,-0.005145,0.088591,-0.031874,0.004450,0.074754,-0.003746
